orgao_orcamentario,ano,dotacoes,valores
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2020,dotacao_atual,5.88
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2020,empenhado,5.45
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2020,liquidado,3.67
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2020,pago,3.67
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2021,projeto_de_lei,5.97
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2021,dotacao_inicial,5.97
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2021,dotacao_atual,5.97
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2021,empenhado,5.96
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2021,liquidado,4.5
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2021,pago,4.5
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2022,projeto_de_lei,6.08
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2022,dotacao_inicial,6.08
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2022,dotacao_atual,6.08
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2022,empenhado,6.01
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2022,liquidado,5.25
Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,2022,pago,5.25
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2018,projeto_de_lei,0.42
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2018,dotacao_inicial,0.42
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2018,dotacao_atual,0.42
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2018,empenhado,0.35
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2018,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2018,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2019,projeto_de_lei,0.4
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2019,dotacao_inicial,0.4
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2019,dotacao_atual,0.4
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2019,empenhado,0.4
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2019,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2019,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2020,projeto_de_lei,0.36
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2020,dotacao_inicial,0.36
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2020,dotacao_atual,0.36
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2020,empenhado,0.36
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2020,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2020,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2021,projeto_de_lei,0.38
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2021,dotacao_inicial,0.38
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2021,dotacao_atual,0.38
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2021,empenhado,0.29
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2021,liquidado,0.07
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2021,pago,0.07
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2022,projeto_de_lei,0.43
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2022,dotacao_inicial,0.43
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2022,dotacao_atual,0.46
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2022,empenhado,0.19
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2022,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,2022,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2018,projeto_de_lei,0.06
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2018,dotacao_inicial,0.06
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2018,dotacao_atual,0.06
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2018,empenhado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2018,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2018,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2019,projeto_de_lei,0.16
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2019,dotacao_inicial,0.16
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2019,dotacao_atual,0.16
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2019,empenhado,0.16
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2019,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2019,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2020,projeto_de_lei,0.22
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2020,dotacao_inicial,0.22
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2020,dotacao_atual,0.48
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2020,empenhado,0.48
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2020,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2020,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2021,projeto_de_lei,0.24
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2021,dotacao_inicial,0.24
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2021,dotacao_atual,0.96
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2021,empenhado,0.95
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2021,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2021,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2022,projeto_de_lei,0.19
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2022,dotacao_inicial,0.19
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2022,dotacao_atual,0.64
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2022,empenhado,0.64
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2022,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,2022,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2018,projeto_de_lei,0.44
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2018,dotacao_inicial,0.44
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2018,dotacao_atual,0.44
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2018,empenhado,0.17
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2018,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2018,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2019,projeto_de_lei,0.65
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2019,dotacao_inicial,0.65
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2019,dotacao_atual,0.65
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2019,empenhado,0.64
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2019,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2019,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2020,projeto_de_lei,0.69
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2020,dotacao_inicial,0.69
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2020,dotacao_atual,2.77
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2020,empenhado,0.51
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2020,liquidado,0.02
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2020,pago,0.02
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2021,projeto_de_lei,0.83
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2021,dotacao_inicial,0.83
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2021,dotacao_atual,3.12
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2021,empenhado,3.07
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2021,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2021,pago,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2022,projeto_de_lei,0.78
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2022,dotacao_inicial,0.78
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2022,dotacao_atual,0.93
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2022,empenhado,0.93
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2022,liquidado,0
Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,2022,pago,0
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2018,projeto_de_lei,19.4
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2018,dotacao_inicial,19.35
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2018,dotacao_atual,19.05
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2018,empenhado,18.69
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2018,liquidado,12.41
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2018,pago,12.41
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2019,projeto_de_lei,13.86
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2019,dotacao_inicial,13.81
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2019,dotacao_atual,13.63
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2019,empenhado,13.61
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2019,liquidado,9.9
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2019,pago,9.9
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2020,projeto_de_lei,9.9
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2020,dotacao_inicial,9.86
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2020,dotacao_atual,10.22
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2020,empenhado,7.93
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2020,liquidado,6.07
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2020,pago,6.07
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2021,projeto_de_lei,9.6
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2021,dotacao_inicial,9.56
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2021,dotacao_atual,9.56
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2021,empenhado,6.72
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2021,liquidado,5.34
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2021,pago,5.34
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2022,projeto_de_lei,6.97
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2022,dotacao_inicial,6.97
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2022,dotacao_atual,6.97
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2022,empenhado,6.03
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2022,liquidado,4.95
Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,2022,pago,4.95
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2018,projeto_de_lei,0.3
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2018,dotacao_inicial,0.3
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2018,dotacao_atual,0.3
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2018,empenhado,0.26
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2018,liquidado,0.26
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2018,pago,0.26
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2019,projeto_de_lei,0.3
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2019,dotacao_inicial,0.3
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2019,dotacao_atual,0.3
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2019,empenhado,0.3
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2019,liquidado,0.18
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2019,pago,0.18
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2020,projeto_de_lei,0.17
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2020,dotacao_inicial,0.17
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2020,dotacao_atual,0.17
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2020,empenhado,0.17
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2020,liquidado,0.17
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2020,pago,0.17
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2021,projeto_de_lei,0.08
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2021,dotacao_inicial,0.08
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2021,dotacao_atual,0.08
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2021,empenhado,0.08
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2021,liquidado,0.08
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2021,pago,0.08
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2022,projeto_de_lei,0.48
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2022,dotacao_inicial,0.48
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2022,dotacao_atual,0.48
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2022,empenhado,0.43
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2022,liquidado,0.28
Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,2022,pago,0.27
Recursos sob Supervisão do Fundo de Universalização dos Serviços de Telecomunicações,2022,projeto_de_lei,0.66
Recursos sob Supervisão do Fundo de Universalização dos Serviços de Telecomunicações,2022,dotacao_inicial,0.66
Recursos sob Supervisão do Fundo de Universalização dos Serviços de Telecomunicações,2022,dotacao_atual,1.17
Recursos sob Supervisão do Fundo de Universalização dos Serviços de Telecomunicações,2022,empenhado,1.17
Recursos sob Supervisão do Fundo de Universalização dos Serviços de Telecomunicações,2022,liquidado,1.17
Recursos sob Supervisão do Fundo de Universalização dos Serviços de Telecomunicações,2022,pago,1.17
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2018,projeto_de_lei,0.04
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2018,dotacao_inicial,0.04
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2018,dotacao_atual,0.29
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2018,empenhado,0.29
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2018,liquidado,0.21
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2018,pago,0.21
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2019,projeto_de_lei,0.17
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2019,dotacao_inicial,0.17
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2019,dotacao_atual,0.25
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2019,empenhado,0.22
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2019,liquidado,0.02
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2019,pago,0.02
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2020,projeto_de_lei,0.03
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2020,dotacao_inicial,0.03
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2020,dotacao_atual,5.03
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2020,empenhado,5.03
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2020,liquidado,5.03
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2020,pago,3.08
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2021,projeto_de_lei,0.06
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2021,dotacao_inicial,0.06
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2021,dotacao_atual,0.06
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2021,empenhado,0.06
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2021,liquidado,0
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2021,pago,0
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2022,projeto_de_lei,0.47
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2022,dotacao_inicial,0.47
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2022,dotacao_atual,0.47
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2022,empenhado,0.47
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2022,liquidado,0.08
Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,2022,pago,0.08
Recursos sob Supervisão do Fundo Nacional de Cultura,2018,projeto_de_lei,0.13
Recursos sob Supervisão do Fundo Nacional de Cultura,2018,dotacao_inicial,0.13
Recursos sob Supervisão do Fundo Nacional de Cultura,2018,dotacao_atual,0.13
Recursos sob Supervisão do Fundo Nacional de Cultura,2018,empenhado,0.1
Recursos sob Supervisão do Fundo Nacional de Cultura,2018,liquidado,0
Recursos sob Supervisão do Fundo Nacional de Cultura,2018,pago,0
Recursos sob Supervisão do Fundo Nacional de Cultura,2019,projeto_de_lei,0.08
Recursos sob Supervisão do Fundo Nacional de Cultura,2019,dotacao_inicial,0.08
Recursos sob Supervisão do Fundo Nacional de Cultura,2019,dotacao_atual,0.08
Recursos sob Supervisão do Fundo Nacional de Cultura,2019,empenhado,0.05
Recursos sob Supervisão do Fundo Nacional de Cultura,2019,liquidado,0
Recursos sob Supervisão do Fundo Nacional de Cultura,2019,pago,0
Recursos sob Supervisão do Fundo Nacional de Cultura,2020,projeto_de_lei,0.54
Recursos sob Supervisão do Fundo Nacional de Cultura,2020,dotacao_inicial,0.54
Recursos sob Supervisão do Fundo Nacional de Cultura,2020,dotacao_atual,0.53
Recursos sob Supervisão do Fundo Nacional de Cultura,2020,empenhado,0.1
Recursos sob Supervisão do Fundo Nacional de Cultura,2020,liquidado,0
Recursos sob Supervisão do Fundo Nacional de Cultura,2020,pago,0
Recursos sob Supervisão do Fundo Nacional de Cultura,2021,projeto_de_lei,0.49
Recursos sob Supervisão do Fundo Nacional de Cultura,2021,dotacao_inicial,0.49
Recursos sob Supervisão do Fundo Nacional de Cultura,2021,dotacao_atual,0.48
Recursos sob Supervisão do Fundo Nacional de Cultura,2021,empenhado,0.08
Recursos sob Supervisão do Fundo Nacional de Cultura,2021,liquidado,0
Recursos sob Supervisão do Fundo Nacional de Cultura,2021,pago,0
Recursos sob Supervisão do Fundo Nacional de Cultura,2022,projeto_de_lei,0.51
Recursos sob Supervisão do Fundo Nacional de Cultura,2022,dotacao_inicial,0.51
Recursos sob Supervisão do Fundo Nacional de Cultura,2022,dotacao_atual,0.51
Recursos sob Supervisão do Fundo Nacional de Cultura,2022,empenhado,0.11
Recursos sob Supervisão do Fundo Nacional de Cultura,2022,liquidado,0
Recursos sob Supervisão do Fundo Nacional de Cultura,2022,pago,0
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2018,projeto_de_lei,0.2
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2018,dotacao_inicial,0.2
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2018,dotacao_atual,0.39
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2018,empenhado,0.39
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2018,liquidado,0.39
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2018,pago,0.39
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2019,projeto_de_lei,0.35
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2019,dotacao_inicial,0.35
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2019,dotacao_atual,0.54
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2019,empenhado,0.35
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2019,liquidado,0
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2019,pago,0
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2020,projeto_de_lei,0.23
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2020,dotacao_inicial,0.23
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2020,dotacao_atual,0.23
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2020,empenhado,0.23
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2020,liquidado,0.23
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2020,pago,0.23
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2021,projeto_de_lei,0.32
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2021,dotacao_inicial,0.32
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2021,dotacao_atual,0.32
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2021,empenhado,0.32
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2021,liquidado,0.32
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2021,pago,0.32
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2022,projeto_de_lei,0.44
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2022,dotacao_inicial,0.44
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2022,dotacao_atual,0.44
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2022,empenhado,0.44
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2022,liquidado,0.44
Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,2022,pago,0.44
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2018,projeto_de_lei,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2018,dotacao_inicial,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2018,dotacao_atual,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2018,empenhado,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2018,liquidado,0.02
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2018,pago,0.02
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2019,projeto_de_lei,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2019,dotacao_inicial,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2019,dotacao_atual,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2019,empenhado,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2019,liquidado,0
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2019,pago,0
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2020,projeto_de_lei,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2020,dotacao_inicial,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2020,dotacao_atual,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2020,empenhado,0.27
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2020,liquidado,0
Recursos sob Supervisão do Instituto Nacional de Colonização e Reforma Agrária/INCRA-MDA,2020,pago,0
